PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO285435,DEPARTMENT OF TRANSPORTATION,"UNIFORMS, BLENDED FABRIC 85",$5233.00,01/02/2009,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO317977,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,"FIBER OPTICS CABLES, INTERCONNECTING COMPONENTS, AND ACCESSORIES 23",$4742.80,12/11/2009,MVS INC,1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO317968,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$99483.00,12/11/2009,CHERRYSTONEIT INC.,7632 WOODWIND DRIVE #101  ; HUNTINGTON BEACH  ; CA  ; 92647,HUNTINGTON BEACH  ,CA
PO317980,DC PUBLIC LIBRARY,METALS AND METAL PRODUCTS 49,$520800.00,12/11/2009,"GCS, INC.",3020 YOST PLACE NE  ; WASHINGTON  ; DC  ; 20018-0018,WASHINGTON  ,DC
PO317995,OFFICE OF THE CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$81500.00,12/11/2009,"WINSTON LOWE, LLC",ONE LIBERTY PLACE 1650 MARKET STREET - 36TH FL  ; PHILADELPHIA  ; PA  ; 19103,PHILADELPHIA  ,PA
PO317964,OFFICE OF MUNICIPAL PLANNING,HISTORICAL PRESERVATION 48,$15331.00,12/11/2009,CAPITOL HILL RESTORATION,"DC. HIST. PRESERVATION OFFICE 420 10TH STREET, NE  ; WASHINGTON  ; DC  ; 20003-",WASHINGTON  ,DC
PO317989,DEPARTMENT OF HEALTH,ALCOHOL AND DRUG DETOXIFICATION (INCL. REHABILITATION) 05,$7800.00,12/11/2009,FAHAD ASHRAF,1201 SOUTH EADS ST APT 1519   ; ARLINGTON  ; VA  ; 22202-,ARLINGTON  ,VA
PO274924-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$4950.00,12/11/2009,EASTBANC TECHNOLOGIES,3312 M STREET NW SECOND FLOOR  ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO275768-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$14737.50,12/11/2009,EASTBANC TECHNOLOGIES,3312 M STREET NW SECOND FLOOR  ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO317926,DEPARTMENT OF MOTOR VEHICLES,DATABASE SOFTWARE 37,$49923.74,12/11/2009,"SAP AMERICA, INC.",3999 WEST CHESTER PIKE   ; NEWTON SQUARE  ; PA  ; 19073-,NEWTON SQUARE  ,PA
PO317969,CHILD AND FAMILY SERVICES AGENCY,MEDICAL CONSULTING 78,$30160.00,12/11/2009,LAURICE HAWKINS,2157 N. ANVIL LANE   ; TEMPLE HILLS  ; MD  ; 20748-,TEMPLE HILLS  ,MD
PO317982,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$3222.50,12/11/2009,DYARAN SANDILA DBA/3 SOFT USA,301 MAPLE AVENUE WEST  SUITE 130  ; VIENNA   ; VA  ; 22180-,VIENNA   ,VA
PO241060-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,CONSULTING SERVICES 00,$11305.00,12/11/2009,NUSTRAT LLC,911 O STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO317985,DEPARTMENT OF CORRECTIONS,"COILS: CHILLED OR HEATED WATER, AND DIRECT EXPANSION 17",$42000.00,12/11/2009,RSC ELECTRICAL & MECHANICAL CO,6035 DIX STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO317962,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,"FIBER OPTICS CABLES, INTERCONNECTING COMPONENTS, AND ACCESSORIES 23",$8970.00,12/11/2009,GRAYBAR ELECTRIC CO INC,4800 FORBES BLVD  ; LANHAM  ; MD  ; 20706,LANHAM  ,MD
PO317957,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PAPER ITEMS, CLASSROOM: COMPOSITION BOOKS, SCRAPBOOKS, EXAMINATION BOOKLETS, NOTEBOOK FILLER, TABLETS, ETC. 76",$3000.00,12/11/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO317955,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CALCULATORS, ELECTRONIC, PRINTING TYPE, PROGRAMMABLE 22",$4000.00,12/11/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO317970,CHILD AND FAMILY SERVICES AGENCY,MEDICAL CONSULTING 78,$35048.00,12/11/2009,TIARA LANCASTER,1301 KAREN BLVD.  #102  ; CAPITOL HEIGHTS  ; MD  ; 20743,CAPITOL HEIGHTS  ,MD
PO317987,DEPARTMENT OF HEALTH,ALCOHOL AND DRUG DETOXIFICATION (INCL. REHABILITATION) 05,$5900.00,12/11/2009,ALISON S. BROWNE,801 N. PITT STREET APT. # 507  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO317959,EQUIPMENT LEASE - CAPITAL,"TELEPHONE SYSTEMS (2-60 STATIONS), ELECTRONIC KEY AND 1A2 56",$293521.00,12/11/2009,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO317958,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DESK ACCESSORIES: ALPHABETIZERS, CASH BOXES, DESK FILES, FILE CARD CABINETS, LETTER SORTERS, MESSAGE RACKS, ETC. 33",$3000.00,12/11/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO317930,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$45559.68,12/11/2009,HEWLETT PACKARD,3000 HANOVER STREET  ; PALO ALTO  ; CA  ; 94304,PALO ALTO  ,CA
PO317927,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$9469.70,12/11/2009,HEWLETT PACKARD,3000 HANOVER STREET  ; PALO ALTO  ; CA  ; 94304,PALO ALTO  ,CA
PO317929,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$85896.00,12/11/2009,HEWLETT PACKARD,3000 HANOVER STREET  ; PALO ALTO  ; CA  ; 94304,PALO ALTO  ,CA
PO317972,METROPOLITAN POLICE DEPARTMENT,EDUCATION AND TRAINING CONSULTING 38,$41552.00,12/11/2009,THE PITTMAN GROUP INC,"DBA/VANTIX                                         1875 I STREET, NW., SUITE 500  ; WASHINGTON  ; DC  ; 20006",WASHINGTON  ,DC
PO262107-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$52368.32,12/11/2009,DBTS,"1100 H STREET, NW                                  SUITE 600  ; WASHINGTON,  ; DC  ; 20005","WASHINGTON,  ",DC
PO246866-V3,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$19215.00,12/11/2009,DBTS,"1100 H STREET, NW                                  SUITE 600  ; WASHINGTON,  ; DC  ; 20005","WASHINGTON,  ",DC
PO317931,DEPARTMENT OF MENTAL HEALTH,"CONTAINERS, PAPER AND PLASTIC 22",$158500.00,12/11/2009,DISTRICT SUPPLY,"7705 GEORGIA AVENUE, NW                            SUITE 103  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO317994,DEPARTMENT OF HEALTH,ALCOHOL AND DRUG DETOXIFICATION (INCL. REHABILITATION) 05,$2708.25,12/11/2009,PATRICK J. CANAVAN,1214 T STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO277140-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$14535.00,12/11/2009,"COMPASS SOLUTIONS, LLC",1101 PENNSYLVANIA AVE NW                           SUITE 600  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO284761-V6,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$119768.00,12/11/2009,"COMPASS SOLUTIONS, LLC",1101 PENNSYLVANIA AVE NW                           SUITE 600  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO315695,SPECIAL EDUCATION TRANSPORTATION,SOFTWARE MAINTENANCE/SUPPORT 45,$72600.00,12/11/2009,"TRAPEZE SOFTWARE GROUP, INC.",8360 EAST VIA DE VENTORA SUITE L-200  ; SCOTTSDALE  ; AZ  ; 85258-,SCOTTSDALE  ,AZ
PO317922,DEPARTMENT OF HEALTH,"AIR CONDITIONERS: CONTROLLED ENVIRONMENT (FOR COMPUTER ROOMS, ETC.), AND PARTS AND ACCESSORIES NOT INDIVIDUALLY ITEMIZED) 04",$2910.00,12/11/2009,"HAYDEN MECHANICAL SERVICES,INC",2136 BOLLINGER MILL ROAD  ; FINKSBURG  ; MD  ; 21048,FINKSBURG  ,MD
PO318018,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$320654.85,12/11/2009,NEW 4211 SECOND STREET LLC,7923 GLENBARR COURT  ; FARIFAX STATION  ; VA  ; 22039,FARIFAX STATION  ,VA
PO318004,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"WORKSTATIONS: SPARC, RISC, ETC. (FOR USE WITH CAD/CAM, ETC.) 96",$44133.60,12/11/2009,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO318025,METROPOLITAN POLICE DEPARTMENT,"EXPLOSIVES STORAGE BOXES, BUNKERS, ETC. 45",$10000.00,12/11/2009,MARYLAND SMALL ARMS RANGE INC.,9311 OLD MALBORO PIKE  ; UPPER MARLBORO  ; MD  ; 20772,UPPER MARLBORO  ,MD
PO317976,DEPARTMENT OF TRANSPORTATION,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$11352.00,12/11/2009,"STAR OFFICE PRODUCTS, INC",1900 L STREET NW SUITE 303  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO317992,DEPARTMENT OF HEALTH,ALCOHOL AND DRUG DETOXIFICATION (INCL. REHABILITATION) 05,$4300.00,12/11/2009,TRAVIS DRAKE FLOWER,2701 S. 16TH ST. #562  ; ARLINGTON  ; VA  ; 22204,ARLINGTON  ,VA
PO317965,CHILD AND FAMILY SERVICES AGENCY,MEDICAL CONSULTING 78,$22320.00,12/11/2009,MAGNIFICUS CORPORATION,"37 L STREET, SE   ; WASHINGTON  ; DC  ; 20003-",WASHINGTON  ,DC
PO305396-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$33285.00,12/11/2009,"PARADYME MANAGEMENT, INC.","3820 39TH STREET, NW SUITE 1119E  ; WASHINGTON  ; DC  ; 20016-",WASHINGTON  ,DC
PO317967,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,MAILING MACHINES AND EQUIPMENT MAINTENANCE AND REPAIR 52,$20940.00,12/11/2009,NATIONAL MAILING SYSTEMS,1749 OLD MEADOW ROAD #200  ; MCLEAN  ; VA  ; 22102,MCLEAN  ,VA
PO317983,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$14675.31,12/11/2009,THE WASHINGTON POST,"1150 15TH STREET, NW   ; WASHINGTON  ; DC  ; 20071-",WASHINGTON  ,DC
PO250327-V4,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$271028.00,12/11/2009,"SUSAN FITZGERALD & ASSOC, INC.",2238 48TH ST NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO318027,METROPOLITAN POLICE DEPARTMENT,PRISONER IDENTIFICATION EQUIPMENT AND SUPPLIES 73,$19422.66,12/11/2009,PRECISION DYNAMIC CORP.,13880 DEL SUR STREET  ; SAN FRANDANDO  ; CA  ; 91340,SAN FRANDANDO  ,CA
PO317986,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"BUILDING CONSTRUCTION, RESIDENTIAL (APARTMENTS, ETC.) 23",$15000.00,12/11/2009,"DISTRICT VETERANS CONTRACTING,","3172 BLADENSBURG ROAD, N.E. UNIT B  ; WASHINGTON  ; DC  ; 20018-2204",WASHINGTON  ,DC
PO317975,DEPARTMENT OF PUBLIC WORKS,PHOTOGRAPHIC AND RECORDING EQUIPMENT RENTAL OR LEASE 61,$167937.72,12/11/2009,MERIDIAN IMAGING SOLUTIONS,5775 GENERAL WASHINGTON DRIVE   ; ALEXANDRIA  ; VA  ; 22312-,ALEXANDRIA  ,VA
PO311791-V2,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,12/11/2009,ROETZEL & ANDRESS,222 SOUTH MAIN STREET  ; AKRON  ; OH  ; 44308,AKRON  ,OH
PO317933,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",$5000.00,12/11/2009,GREAT AMERICAN CORP,T/A DUTCHMILL CATERING 2335 BLADENSBURG RD NE  ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO314562-V2,DEPARTMENT OF REAL ESTATE SERVICES,JANITORIAL/CUSTODIAL SERVICES 39,$874786.92,12/11/2009,MOTIR SERVICES INC,4224 6TH STREET SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO318005,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$52950.00,12/11/2009,PROGRESSUS THERAPY,1001 FLEET STREET  ; BALTIMORE  ; MD  ; 21202,BALTIMORE  ,MD
PO317939,CHILD AND FAMILY SERVICES AGENCY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$21000.00,12/11/2009,LANGUAGE LEARNING ENTERPRISES,"1627 K STREET, NW                                  SUITE 610  ; WASHINGTON  ; DC  ; 20006",WASHINGTON  ,DC
PO317953,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",$5000.00,12/11/2009,NUTRITION INC,2600 BRAN PLACE SE PO BOX 30985  ; WASHINGTON  ; DC  ; 20030-0020,WASHINGTON  ,DC
PO317971,DISTRICT DEPARTMENT OF THE ENVIRONMENT,COMPUTER SOFTWARE CONSULTING 29,$204130.00,12/11/2009,"ENFOTECH & CONSULTING, INC.","11 PRINCESS ROAD, UNIT A  ; LAWRENCEVILLE  ; NJ  ; 08648",LAWRENCEVILLE  ,NJ
PO317998,COMMISSION ON THE ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$19000.00,12/11/2009,LIFE PIECES TO MASTERPIECES,"5002 HAYES STREET, NE    ; WASHINGTON  ; DC  ; 20019-",WASHINGTON  ,DC
PO317932,OFFICE OF THE D.C. AUDITOR,"ACCOUNTING/FINANCIAL: BOOKKEEPING, BILLING AND INVOICING, BUDGETING, PAYROLL, TAXES, ETC. 10",$3960.00,12/11/2009,LEXISNEXIS JUSTICELINK EFILE S,FKA LCC HOLDING COMPANY                            13427 NE 16TH STREET/STE100  ; BELLEVUE  ; WA  ; 98005,BELLEVUE  ,WA
PO250328-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$119600.00,12/11/2009,CORPORATE SYSTEMS RESOURCES,"1200 G STREET, NW SUITE 800   ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO255707-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$61575.00,12/11/2009,"PC NET, INC.","1425 CLIFTON STREET, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO250326-V4,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$183468.00,12/11/2009,"TEAM CONSULTING, INC.","1101 PA AVENUE, NW, SUITE 600  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO298468-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$99899.00,12/11/2009,PROFESSIONAL MGMT CONSULTING,"700 12TH ST., NW                                   SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO317935,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$758610.00,12/11/2009,"SHW GROUP, LLP",4000 MCEWEN ROAD NORTH  ; DALLAS  ; TX  ; 74244,DALLAS  ,TX
PO311790-V2,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,12/11/2009,"CAMPBELL GROUP, LLC",1010 PENNSYLVANIA AVE SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO318129,DEPARTMENT OF TRANSPORTATION,BUILDERS SUPPLIES 19,$10000.00,12/14/2009,GALLIHER & HUGUELY ASSO. INC,"5925 BLAIR ROAD, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO318061,DEPARTMENT OF CORRECTIONS,"PLASTIC WARE: BOTTLES; PRESCRIPTION AND NURSING; CUPS, MEDICINE; JARS, OINTMENT AND DRESSING; VIALS, MEDICINE; SPECIMEN, SICKNESS BAGS, ETC. 70",$5087.50,12/14/2009,REDWOOD TOXICOLOGY LABORATORY,3650 WESTWIND BOULEVARD   ; SANTA ROSA  ; CA  ; 95403-,SANTA ROSA  ,CA
PO318058,DEPARTMENT OF HEALTH,CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES RENTAL OR LEASE 17,$7707.60,12/14/2009,AGILENT TECHNOLOGIES,2850 CENTEVILLE ROAD  ; WILMINGTON  ; DE  ; 19808-1610,WILMINGTON  ,DE
PO282782-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$28116.40,12/14/2009,MICHAEL BAKER JR INC,3601 EISENHOWER  ; ALEXANDRIA  ; VA  ; 22304,ALEXANDRIA  ,VA
PO177703-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,CONSULTING SERVICES 00,$23694.98,12/14/2009,BUSINESS STRATEGY CONSULTANTS,9701 APOLLO DRIVE SUITE 445  ; LARGO  ; MD  ; 20774-,LARGO  ,MD
PO318078,DEPARTMENT OF CORRECTIONS,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$198000.00,12/14/2009,GENERAL SERVICE ADMINISTRATION,1500 EAST BANNISTER ROAD  ; KANSAS CITY  ; MD  ; 64131,KANSAS CITY  ,MD
PO318128,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",$7200.00,12/14/2009,"JEROME H. ROSS, LTD.",6621 WEATHERFORD COURT   ; MCCLEAN  ; VA  ; 22101-,MCCLEAN  ,VA
PO318062,DEPARTMENT OF PUBLIC WORKS,"PROGRAMMING: BASIC, ASSEMBLER, COMPUTER ASSISTED SOFTWARE ENGINEERING TOOLS (CASE), LIBRARIES, ETC. 67",$4500.00,12/14/2009,ALLDATA CORPORATION,9412 BIG HORN BLVD  ; ELK GROVE  ; CA  ; 95758,ELK GROVE  ,CA
PO318118,STATE SUPERINTENDENT OF EDUCATION (OSSE),"ADVISORY SERVICES, EDUCATIONAL 05",$17818.00,12/14/2009,KAARI HUGHS DBA/ THE HAMILTON,"GROUP                                              4406 GAULT PLACE NE, SUITE 100  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO318119,DEPARTMENT OF HEALTH,COMPUTER NETWORK CONSULTING 30,$142935.00,12/14/2009,"GOLD SYSTEMS, INC.",3330 S. 700 EAST                                   SUITE F  ; SALT LAKE CITY  ; UT  ; 84106,SALT LAKE CITY  ,UT
PO318116,DEPARTMENT OF PUBLIC WORKS,EDUCATION AND TRAINING CONSULTING 38,$22500.00,12/14/2009,"WRECKMASTER, INC.",4645 WITMER INDUSTRIAL ESTATES  ; NIAGARA FALLS  ; NY  ; 14305,NIAGARA FALLS  ,NY
PO318030,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$451224.00,12/14/2009,UNIVERSITY LEGAL SERVICES,220 I STREET NE SUITE 130  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO318093,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$45000.00,12/14/2009,"THE FAMILY PLACE, INC","3309 16TH STREET., NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO318045,DISTRICT OF COLUMBIA RETIREMENT BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$2680.00,12/14/2009,PALM FACILITY SERVICES LLC,10401 CONNECTICUT AVENUE SUITE 100  ; KENSINGTON  ; MD  ; 20895-,KENSINGTON  ,MD
PO318102,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$1250808.27,12/14/2009,FORT MYER CONSTRUCTION CORPORA,"2237 - 33RD STREET, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO316095-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,"CONTROL CABLES AND WIRES, SOLID AND STRANDED, SINGLE AND MULTICONDUCTOR (UP TO 600V, FOR USE IN BOILER CONTROLS, FIRE ALARMS, MOTORS, ETC.) 30",$177033.00,12/14/2009,"HERITAGE MAINTENANCE CO., INC.","1025 CONNECTICUT AVE., NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO318038,OFFICE OF THE PEOPLE'S COUNSEL,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$31105.20,12/14/2009,ADVANCED COMPUTER CONCEPTS,7927 JONES BRANCH DRIVE                            SUITE 600N  ; MCLEAN  ; VA  ; 22102,MCLEAN  ,VA
PO318060,DEPARTMENT OF REAL ESTATE SERVICES,"LOUNGE FURNITURE, INDOOR, WOOD 64",$52086.82,12/14/2009,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO312119-V2,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$60000.00,12/14/2009,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO318092,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,12/14/2009,SAN MIGUEL SCHOOL,"2607 MILITARY ROAD, NW   ; WASHINGTON  ; DC  ; 20015-",WASHINGTON  ,DC
PO318101,DEPARTMENT OF MOTOR VEHICLES,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$8064.00,12/14/2009,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO266609-V2,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$91418.34,12/14/2009,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO265708-V2,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$11152.00,12/14/2009,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO266610-V2,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$82322.40,12/14/2009,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO268060-V2,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$51919.00,12/14/2009,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO266611-V2,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$91162.00,12/14/2009,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO288343-V2,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$42271.09,12/14/2009,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO318032,HOUSING PRODUCTION TRUST FUND,LOAN ADMINISTRATION 60,$588644.93,12/14/2009,CARVER 2000 TENANTS ASSOC.,916 PENNSYLVANIA AVE SE   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO318086,UNIVERSITY OF DISTRICT OF COLUMBIA,"DOOR INSTALLATION, MAINTENANCE, AND REPAIR (METAL) 14",$3950.00,12/14/2009,"CAROLINA DOOR CONTROLS, INC.",SUITE 125                                          6770 OAK HALL LANE  ; COLUMBIA  ; MD  ; 21045,COLUMBIA  ,MD
PO318029,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,CONSTRUCTION CONSULTING 31,$4995.00,12/14/2009,SWANNS CONSTRUCTION,1300 FIRST STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO318035,OFFICE OF THE CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$800000.00,12/14/2009,AFFILIATED COMPUTER SERVICES I,260 FRANKLIN STREET 11TH FLOOR  ; BOSTON  ; MA  ; 02110-,BOSTON  ,MA
PO318117,DEPARTMENT OF PUBLIC WORKS,"GATES, ELECTRIC (INCLUDING CARD READERS, ETC.) 36",$10000.00,12/14/2009,METROPOLITAN ROLLING DOORS INC,9620 GERWIG LANE  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO318099,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,12/14/2009,KID'S CORNER DAY CARE CENTER,2200 CALIFORNIA STREET NW                          3RD FLOOR  ; WASHINGTON  ; DC  ; 20008,WASHINGTON  ,DC
