PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO246222,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$28099.00,01/02/2008,GPS NORTH AMERICA,40 STEEPLECHASE DRIVE  ; HOLLAN  ; PA  ; 18966,HOLLAN  ,PA
PO282631,DEPARTMENT ON DISABILITY SERVICES,CONSULTING SERVICES 00,$4200.00,12/18/2008,NATL ASSOC OF ST DIR OF DEV DI,113 ORONOCO STREET  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO284317,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, STREET (MAJOR AND RESIDENTIAL)(INCLUDES RECONSTRUCTION) 50",$159765.00,12/18/2008,WASHINGTON AREA BICYCLIST ASS,1803 CONNECTICUT AVENUE NW                         THIRD FLOOR  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO284338,METROPOLITAN POLICE DEPARTMENT,"POLICE TRAINING AND INSTRUCTIONAL AIDS: WALL CHARTS, ETC. 67",$3375.00,12/18/2008,DREAM DOG PRODUCTIONS LLC,FKA/C&R PUBLISHING LLC                             9218 CUTTING HORSE COURT  ; SPRINGFIELD  ; VA  ; 22153,SPRINGFIELD  ,VA
PO282646-V2,DEPARTMENT OF MENTAL HEALTH,"OFFICE SUPPLIES, GENERAL 00",$19447.01,12/18/2008,FRANK PARSON PAPER COMPANY,1300 MERCEDES DRIVE   ; HANOVER  ; MD  ; 21076-3140,HANOVER  ,MD
PO284305,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$20000.00,12/18/2008,DAVID MAZZA,116 H STREET NE  ; WASHINGTON   ; DC  ; 20002,WASHINGTON   ,DC
PO284222,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATIONAL SERVICES 00,$59491.95,12/18/2008,VOYAGER EXPANDED LEARNING,1800 VALLEY VIEW LANE                              SUITE 400  ; DALLAS  ; TX  ; 75234,DALLAS  ,TX
PO284440,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"NETWORKING SERVICES (INCLUDING INSTALLATION, SECURITY, AND MAINTENANCE ) 37",$72326.00,12/19/2008,NETWORKING FOR FUTURE INC,"1023 15TH STREET, NW SUITE 500  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO284391,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$200000.00,12/19/2008,YWCA NAT'L CAPITAL AREA,624 9TH STREET NW                                  2ND FLOOR  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO284493,DEPARTMENT OF TRANSPORTATION,"EARLY WARNING SYSTEM, ENGINE POWERED, TRAILER MOUNTED (OR FOR TRUCK MOUNTING) 14",$41044.37,12/19/2008,SUNBELT,3031 8TH ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO284492,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONSTRUCTION MANAGEMENT SERVICES 26,$100000.00,12/19/2008,EHRENKRANTZ ECKSTUT & KUHN ARC,161 AVENUE OF THE AMERICAS                         3RD FLOOR  ; NEW YORK  ; NY  ; 10013,NEW YORK  ,NY
PO284399,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$2000000.00,12/19/2008,"DC PEP, LLC","1401 NEW YORK AVEUE, NW #900  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO284421,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER HARDWARE CONSULTING 28,$30000.00,12/19/2008,NATIONAL ASSOC. ON TEEN FITNES,233 14TH STREET NE   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO284468,OFF PUBLIC ED FACILITIES MODERNIZATION,"EQUIPMENT, HEAVY 36",$35000.00,12/19/2008,SUNBELT,3031 8TH ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO284488,DEPARTMENT OF MOTOR VEHICLES,"OFFSET PRINTING, GENERAL, LARGE PRODUCTION RUNS ON LARGE OR WEB PRESS (QUAN. OVER 100,000), ONE OR MORE COLORS, NO 4 COLOR PROCESSES OR CLOSE REGISTRATION REQUIRED, MAY EXCEED 11 X 17 IN. AND HAVE LARGE SOLIDS 59",$18460.00,12/19/2008,PROFORMA DOCUCOM SERVICES LLC,46 LANOCHE COURT  ; WILLIAMSVILLE  ; NY  ; 14221,WILLIAMSVILLE  ,NY
PO284498,OFFICE OF THE ATTORNEY GENERAL,"BOOKS, DIRECTORIES, MAGAZINES, PAMPHLETS, PUBLICATIONS, REPRINTS, ETC. 10",$4514.00,12/19/2008,LEXI NEXIS MATHEW BENDER,1275 BROADWAY  ; ALBANY  ; NJ  ; 12204,ALBANY  ,NJ
PO284392,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$100000.00,12/19/2008,THE NATIONAL FOUNDATION FOR,"1990 M. STREET, NW                                 SUITE 550  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO284470,METROPOLITAN POLICE DEPARTMENT,"OFFICE SUPPLIES, GENERAL 00",$2767.00,12/19/2008,BRANCH SUPPLY INCORPORATION,1050 17TH STREET NW SUITE 1000  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO284395,DEPART OF YOUTH REHABILITATION SERVICES,ICE AND SNOW REMOVAL CHEMICALS (SEE 775-45 FOR ROAD SALT) 46,$19200.00,12/19/2008,TRICON OF WASHINGTON DC INC,"1702 MINNESOTA AVENUE, SE STE B1  ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO284420,OFFICE OF VICTIM SERVICES,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$33611.00,12/19/2008,DC COURTS,515 5TH STREET N.W.                                118D  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO284465,OFFICE OF THE SECRETARY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8753.33,12/19/2008,CANON FINANCIAL SERVICES,158 GAITHER DRIVE SUITE 200  ; MT LAUREL  ; NJ  ; 08054-,MT LAUREL  ,NJ
PO284398,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$285000.00,12/19/2008,DISTRICT OF COLUMBIA AGENCIES,"CLERK OF THE COURT, DC                             500 INDIANA AVE. NW STE 500  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO284474,DEPARTMENT OF HEALTH,SOFTWARE MAINTENANCE/SUPPORT 45,$14400.00,12/19/2008,HAMILTON STORAGE TECHNOLOGIES,103-SOUTH STREET  ; HOPKINTON  ; MA  ; 01748,HOPKINTON  ,MA
PO284466,OFFICE OF THE CHIEF MEDICAL EXAMINER,COPY MACHINE MAINTENANCE AND REPAIR 27,$7961.00,12/19/2008,"COMPUTER DATA SOLUTIONS, LLC","913 U STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO284433,DEPARTMENT OF PUBLIC WORKS,ENVIRONMENTAL AND ECOLOGICAL SERVICES 00,$3640.00,12/19/2008,OMO SCIENCE ENERGY & TECHNOLGY,6001 SAVOY DRIVE                                   SUITE #204  ; HOUSTON  ; TX  ; 77036,HOUSTON  ,TX
PO284401,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$60000.00,12/19/2008,WANADA,"5301 WISCONSIN AVENUE, NW  ; WASHINGTON  ; DC  ; 20015",WASHINGTON  ,DC
PO284453,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$9775.00,12/19/2008,HEAVY EQUIPMENT TRNG ACADEMY,633 HOWARD ROAD SE   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO284452,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$11775.00,12/19/2008,HEAVY EQUIPMENT TRNG ACADEMY,633 HOWARD ROAD SE   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO284472,"DEPART OF INSURANCE,SECURITIES & BANKING",PRINTING AND RELATED SERVICES 00,$2554.95,12/19/2008,MOORE WALLACE INC,1200 LAKESIDE DRIVE   ; BANNOCKBURN  ; IL  ; 60015-,BANNOCKBURN  ,IL
PO275669-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$80000.00,12/19/2008,PRECISION MACHINE HYDRAULIC &,234 MAIN STREET                                    P O BOX 347  ; WORTHINGTON  ; WV  ; 26591,WORTHINGTON  ,WV
PO284404,OFF PUBLIC ED FACILITIES MODERNIZATION,"FIRE PROTECTION EQUIPMENT AND SYSTEMS INCLUDING FIRE HYDRANTS, FIRE SPRINKLER SYSTEMS, SMOKE DETECTORS, JAWS OF LIFE, FIRE PROTECTION MATERIAL TREATMENT, ETC. MAINTENANCE AND REPAIR 33",$85000.00,12/19/2008,SIMPLEX GRINNELL LP,9585 SNOWDEN RIVER PKWY  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO284464,OFF PUBLIC ED FACILITIES MODERNIZATION,AUTOMOTIVE SHOP EQUIPMENT MAINTENANCE AND REPAIR 17,$25000.00,12/19/2008,"MCCARTHY TIRE SERVICE CO, INC.",340 KIDDER STREET                                  P.O. BOX 1125  ; WILKES-BARRE  ; PA  ; 18701-1125,WILKES-BARRE  ,PA
PO284502,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,$9050.80,12/19/2008,KAPLAN EDUCATIONAL CENTER,1 LIBERTY PLAZA 22ND FLOOR  ; NEW YORK  ; NY  ; 10006-,NEW YORK  ,NY
PO284501,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,$2864.16,12/19/2008,KAPLAN EDUCATIONAL CENTER,1 LIBERTY PLAZA 22ND FLOOR  ; NEW YORK  ; NY  ; 10006-,NEW YORK  ,NY
PO276491,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$130000.00,12/19/2008,THE WOMEN'S COLLECTIVE,1436 U ST NW                                       SUITE 200  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO284068,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$59250.00,12/19/2008,ANDROMEDA TRANSCULTURAL,"1400 DECATUR STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO284445,CHILD AND FAMILY SERVICES,"OFFICE SUPPLIES, GENERAL 00",$7466.95,12/19/2008,GATEKEEPERS INTERNET MARKETING,1654 - 33RD ST. NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO284473,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5500.00,12/19/2008,FOSTER AND FREEMAN USA,46030 MANEKIN PLAZA #170  ; STERLING  ; VA  ; 20166,STERLING  ,VA
PO284411,DEPARTMENT OF REAL ESTATE SERVICES,REVOLVING DOORS 65,$50000.00,12/19/2008,METROPOLITAN ROLLING DOORS INC,9620 GERWIG LANE  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO284476,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"MISCELLANEOUS SERVICES, NO. 2 00",$50000.00,12/19/2008,INSTITUTE FOR BUILDING TECHNOL,505 HUNTMAR PARK DRIVE                             SUITE 3 250  ; HERNDON  ; VA  ; 20170,HERNDON  ,VA
PO284458,EQUIPMENT LEASE - CAPITAL,"VEHICLES, INCLUDING AUTOMOBILES, TRUCKS, TRAILERS, VANS, MOTOR HOMES, MOTORCYCLES AND SCOOTERS, ETC. (SEE 998-20 FOR BUSES) 94",$233035.00,12/19/2008,HERSON'S INC.,15525 FREDERICK ROAD  ; ROCKVILLE  ; MD  ; 20855-2110,ROCKVILLE  ,MD
PO284439,UNIVERSITY OF THE DISTRICT OF COLUMBIA,MUSICAL EQUIPMENT 70,$10538.82,12/19/2008,CENTRAL ELECTRONICS & MUSIC WA,62 RITCHIE ROAD   ; CAPITOL HEIGHTS  ; MD  ; 20743-,CAPITOL HEIGHTS  ,MD
PO284500,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CHILDREN'S CLOTHING 13,$2700.00,12/19/2008,VIET C. LE,6503 NEW HAMPSHIRE AVENUE  ; TAKOMA PARK  ; MD  ; 20912,TAKOMA PARK  ,MD
PO284434,EQUIPMENT LEASE - CAPITAL,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$741475.00,12/19/2008,HERSON'S INC.,15525 FREDERICK ROAD  ; ROCKVILLE  ; MD  ; 20855-2110,ROCKVILLE  ,MD
PO284436,FIRE AND EMERGENCY MEDICAL SERVICES,"FUELING SERVICES, MOBILE (VEHICLE) 45",$10000.00,12/19/2008,SUBURBAN PROPANE L.P.,43890 AIRPORT VIEW DRIVE  ; HOLLYWOOD  ; MD  ; 20636,HOLLYWOOD  ,MD
PO284448,CHILD AND FAMILY SERVICES,YOUTH CARE SERVICES 95,$144000.00,12/19/2008,ALLIANCE OF CONCERNED MEN,2905 11TH STREET NW                                SUITE 101  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO284505,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$90200.00,12/19/2008,CONFIGURATION INC,3015 V STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284489,DEPARTMENT OF HEALTH,"SUPPORT SERVICES, COMPUTER (INCLUDES COMPUTER WARRANTIES) 47",$5696.25,12/19/2008,AMERICAN INST. PREV. MEDICINE,30445  NORTHWESTERN HWY.                           SUITE 350  ; FARMINGTON HILLS  ; MI  ; 48334,FARMINGTON HILLS  ,MI
PO284491,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PRINTING AND RELATED SERVICES 00,$13730.00,12/19/2008,DUPONT COMPUTERS,"1761 S STREET, N.W.  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO284479,METROPOLITAN POLICE DEPARTMENT,COURIER/DELIVERY SERVICES (INCLUDING AIR COURIER SERVICES) 24,$10000.00,12/19/2008,FEDERAL EXPRESS,PO BOX 1140  ; MEMPHIS  ; TN  ; 38101-1140,MEMPHIS  ,TN
PO284394,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$1000000.00,12/19/2008,U STREET THEATRE FOUNDATION,"1215 U STREET, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO284495,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, STREET (MAJOR AND RESIDENTIAL)(INCLUDES RECONSTRUCTION) 50",$100000.00,12/19/2008,SNOWLIFT LLC.,300 HENRY STREET  ; INWOOD   ; NY  ; 11096,INWOOD   ,NY
PO284406,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE SUPPLIES, GENERAL 00",$9617.74,12/19/2008,FAITH MANAGEMENT CONSULTING,"3417 MINNESOTA AVE, SE  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO284481,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE SUPPLIES, GENERAL 00",$5000.00,12/19/2008,FAITH MANAGEMENT CONSULTING,"3417 MINNESOTA AVE, SE  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO284449,CHILD AND FAMILY SERVICES,RECYCLED OFFICE SUPPLIES 73,$4112.05,12/19/2008,TONER EXPRESS USA INC,1818 NEW YORK AVENUE                               SUITE 222  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO284416,UNIVERSITY OF THE DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$25000.00,12/19/2008,PLATO LEARNING INC,10801 NESBITT AVESOUTH  ; BLOOMINGTON  ; MN  ; 55437,BLOOMINGTON  ,MN
PO280980-V2,CHILD AND FAMILY SERVICES,LEAD AND ASBESTOS INSPECTION SERVICES 58,$94700.00,12/19/2008,JULIUS R. WILLIAMS,"17908 MERINO DRIVE, SUITE A  ; ACCOKEEK  ; MD  ; 20607-3279",ACCOKEEK  ,MD
PO284477,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,LAUNDRY AND LINEN SERVICE 05,$77886.44,12/19/2008,"VIRGINIA LINEN SERVICES, INC.",6101 SHERIFF ROAD  ; CAPITAL HEIGHTS  ; MD  ; 20743,CAPITAL HEIGHTS  ,MD
PO284400,METROPOLITAN POLICE DEPARTMENT,"BELTS, CASES, HOLSTERS, SCABBARDS, ETC. 12",$21947.75,12/19/2008,SAFETY LEAGUE INC,772 CORPORATE COR  ; NEW CUMBERLAND  ; PA  ; 17070,NEW CUMBERLAND  ,PA
PO284435,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BADGES, BUTTONS, EMBLEMS, AND ID CARDS, CELLULOID AND PLASTIC: STUDENT, FACULTY, MEMBERSHIP, EMPLOYEE, ETC. 10",$3257.75,12/19/2008,LASER ART INC,2414 DOUGLAS STREET NE                             SUITE 200  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284443,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$37147.70,12/19/2008,"ZANER-BLOSER, INC.",2200 WEST 5TH AVE  ; COLUMBUS  ; OH  ; 43224,COLUMBUS  ,OH
PO284441,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MANUALS: PARTS, PERSONNEL, POLICY, PURCHASING, TRAINING, ETC., NOT OTHERWISE CLASSIFIED 47",$8100.00,12/19/2008,"PEARSON EDUCATION, INC.",ONE LAKE STREET  ; UPPER SADDLE RIVER  ; NJ  ; 07458,UPPER SADDLE RIVER  ,NJ
PO284478,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PAPER ITEMS, CLASSROOM: COMPOSITION BOOKS, SCRAPBOOKS, EXAMINATION BOOKLETS, NOTEBOOK FILLER, TABLETS, ETC. 76",$4095.74,12/19/2008,"CONTINENTAL PRESS, INC.",520 EAST BAINBRIDGE STREET  ; ELIZABETHTOWN  ; PA  ; 17022,ELIZABETHTOWN  ,PA
PO284490,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PRINTING AND RELATED SERVICES 00,$2528.00,12/19/2008,"SENODA, INC.","1050 17TH STREET, NW                               SUITE 600  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO265166,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"UNIFORMS, COTTON 86",$54438.40,12/19/2008,DEMOULIN BROTHERS & COMPANY,1025 SOUTH 4TH STREET  ; GREENVILLE  ; IL  ; 62246,GREENVILLE  ,IL
PO272282,SPECIAL EDUCATION TRANSPORTATION,AUTOMOTIVE AND TRAILER MAINTENANCE ITEMS AND REPAIR/REPLACEMENT PARTS 00,$250000.00,12/19/2008,FLEETPRO INC.,1540 CATON CENTER DRIVE                            SUITE A  ; BALTIMORE  ; MD  ; 21227,BALTIMORE  ,MD
PO276790-V2,SPECIAL EDUCATION TRANSPORTATION,"UNIFORMS, COTTON 86",$225000.00,12/19/2008,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284407,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"PRINTERS, LASER 74",$4719.50,12/19/2008,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO284413,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$200000.00,12/19/2008,DELMARVA FOUNDATION OF DC,"1001 22ND STREET, NW SUITE 250  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO284475,DEPARTMENT OF HEALTH,OPTICAL SCANNING SERVICES 38,$11250.00,12/19/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO284467,ALCOHOLIC BEVERAGE REGULATION ADMIN.,"EQUIPMENT MAINTENANCE, RECONDITIONING, AND REPAIR SERVICES - GENERAL EQUIPMENT 00",$6710.00,12/19/2008,KONICA MINOLTA BUS. SOLN. USA,100 WILLIAMS DRIVE  ; RAMSEY  ; NJ  ; 07746,RAMSEY  ,NJ
PO284393,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$150000.00,12/19/2008,NEIGHBORS UNITED INC.,223 10TH STREET SE PO BOX 15479  ; WASHINGTON   ; DC  ; 20003,WASHINGTON   ,DC
PO223160-V4,DEPARTMENT OF PARKS AND RECREATION,EROSION CONTROL SERVICES 14,$130863.87,12/19/2008,DAVID VOLKERT & ASSOCIATES,301                                                5400 SHAWNEE ROAD  ; ALEXANDRIA  ; VA  ; 22312,ALEXANDRIA  ,VA
PO284456,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS MANAGEMENT SERVICES 89,$12800.00,12/19/2008,COX COMMUNICATIONS INC.,3080 CENTERVILLE ROAD  ; HERNDON  ; VA  ; 20171-3715,HERNDON  ,VA
PO284397,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$378460.00,12/19/2008,GRUNLEY/GOEL JOINT VENTURE,15020 SHADY GROVE ROAD                             SUITE 500  ; ROCKVILLE  ; MD  ; 20850,ROCKVILLE  ,MD
PO284482,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$50000.00,12/19/2008,HISPANICS IN PHILANTHROPY,200 PINE STEET                                     SUITE 700  ; SAN FRANCISCO  ; CA  ; 94104,SAN FRANCISCO  ,CA
PO284405,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$4000.00,12/19/2008,"ASM EDUCATIONAL CENTER, INC",11200 ROCKVILLE PIKE SUITE 220  ; ROCKVILLE  ; MD  ; 20852-0852,ROCKVILLE  ,MD
PO284599,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$40000.00,12/22/2008,STUDIO THEATRE,1501 14TH STREET NW  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO282583-V2,LOTTERY & CHARITABLE GAMES CONTROL BOARD,COMPUTER HARDWARE CONSULTING 28,$49125.00,12/22/2008,THOMPSON COBB BAZILIO & ASSOC,1101 15TH STREET NW                                SUITE 400  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO284512,DEPARTMENT OF REAL ESTATE SERVICES,"PETROLEUM PRODUCTION TEST EQUIPMENT (SPECIALIZED): RETORTS (HIGH-TEMPERATURE), RHEOMETERS, WELL TESTERS (FOR GAS, LIQUID AND WATER PRODUCTION), ETC. 50",$5200.00,12/22/2008,"ICOR, INC",23155 KIRK BRANCH ROAD  ; MIDDLEBURG  ; VA  ; 20117,MIDDLEBURG  ,VA
PO275887-V2,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL EQUIPMENT TESTING AND CALIBRATION SERVICES (NOT X-RAY) 53,$157650.00,12/22/2008,PHYSIO-CONTROL CORPORATION,11811 WILLOWS ROAD NORTHEAST  ; REDMOND  ; WA  ; 98053,REDMOND  ,WA
PO284540,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE FOR MICROCOMPUTERS (PREPROGRAMMED) 00,$6919.80,12/22/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO284526,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$50000.00,12/22/2008,CATHOLIC CHARITIES,924 G STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO284606,DEPARTMENT OF PUBLIC WORKS,"POSTAGE STAMP VENDING MACHINES, ACCESSORIES, AND SUPPLIES 81",$50000.00,12/22/2008,UNITED STATES POSTAL SERVICE,900 BRENTWOOD ROAD  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO284536,DEPT. OF HOUSING AND COMM. DEVELOPMENT,CONSULTING SERVICES 00,$5320.00,12/22/2008,COMMUNITY DEVELOPMENT EXPERTS,12212 ASBURY DRIVE  ; FORT WASHINGTON  ; MD  ; 20744,FORT WASHINGTON  ,MD
PO284510,DEPARTMENT OF REAL ESTATE SERVICES,"FUEL OIL, HEATING 12",$8980.00,12/22/2008,"ICOR, INC",23155 KIRK BRANCH ROAD  ; MIDDLEBURG  ; VA  ; 20117,MIDDLEBURG  ,VA
PO284539,CHILD AND FAMILY SERVICES,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$16374.00,12/22/2008,AMERICAN SUPPLY COMPANY,316 F. ST. NE. 103  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO284517,DEPARTMENT OF PUBLIC WORKS,PRINTING AND RELATED SERVICES 00,$5000.00,12/22/2008,GOVERNMENT PRINTING OFFICE (GP,732 NORTH CAPITAL STREET NW                        MAIL STOP C830  ; WASHINGTON  ; DC  ; 20401,WASHINGTON  ,DC
PO284507,DEPARTMENT ON DISABILITY SERVICES,COPY MACHINES 32,$16700.00,12/22/2008,DIGITAL COPIER SUPERCENTER,1100 W CERMAK ROAD #B403  ; CHICAGO  ; IL  ; 60608,CHICAGO  ,IL
PO284593,"DEPART OF INSURANCE,SECURITIES & BANKING","EQUIPMENT MAINTENANCE, RECONDITIONING, AND REPAIR SERVICES - GENERAL EQUIPMENT 00",$12624.00,12/22/2008,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO284515,OFFICE OF POLICE COMPLAINTS,"PARKING SERVICES: OPERATION, ADMISSION, SUPERVISION 59",$10780.00,12/22/2008,"PARK AMERICA, INC.","1301 K STREET, NW BOX 20  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO284590,OFFICE OF MUNICIPAL PLANNING,HISTORICAL STUDIES AND SERVICES 30,$33400.00,12/22/2008,HAZEL Y. NUTALL,"1312 U STREET, SE  ; WASHINGTON  ; DC  ; 20020-0020",WASHINGTON  ,DC
PO284541,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"COMPUTERS, PARTS AND SUPPLIES 29",$9204.95,12/22/2008,APPLE COMPUTER INC,1 INFINITE LOOP  ; CUPERTINO  ; CA  ; 95014,CUPERTINO  ,CA
PO274193-V2,DEPARTMENT OF MENTAL HEALTH,FOODS: PERISHABLE 00,$1220000.00,12/22/2008,DEFENSE LOGISTIC AGENCY,3990 EAST BROAD STREET                             PO BOX 182317 ATT:DFAS0-CO-SAM  ; COLUMBUS  ; OH  ; 43218,COLUMBUS  ,OH
