PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO352134,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11280.00,01/03/2011,ROBERT MORRIS,413 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO347616-V2,DEPARTMENT OF EMPLOYMENT SERVICES,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$28943.20,01/25/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO354038,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$34862.52,01/25/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO354065,DEPARTMENT OF HEALTH,"FILM PROCESSING, DUPLICATING AND TOUCH UP SERVICES 38",$12609.00,01/25/2011,THE RELIZON COMPANY,DBA/WORKFLOW ONE 220 E. MONUMENT AVENUE  ; DAYTON  ; OH  ; 45402,DAYTON  ,OH
PO354066,DEPARTMENT OF MENTAL HEALTH,"HOSPITAL SERVICES, INPATIENT AND OUTPATIENT 46",$48240.00,01/25/2011,WASHINGTON HOSPITAL CENTER,"DBA/MEDSTAR DIAGNOSTIC LAB 110 IRVING ST., NW  ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO354079,DEPARTMENT OF HEALTH,"CALCULATORS, ELECTRONIC, PRINTING TYPE, PROGRAMMABLE 22",$3750.00,01/25/2011,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO354068,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ADMINISTRATIVE CONSULTING 06,$127500.00,01/25/2011,"FUNDS FOR LEARNING,LLC",2111 WILSON BLVD.                                  SUITE 700  ; ARLINGTON  ; VA  ; 22201,ARLINGTON  ,VA
PO354039,DEPARTMENT OF HUMAN SERVICES,APPLICATIONS SOFTWARE (FOR MINICOMPUTER SYSTEMS) 14,$3600.00,01/25/2011,"TABLEAU SOFTWARE, INC.",400 NORTH 34TH STREET STE 200  ; SEATTLE  ; WA  ; 98103-,SEATTLE  ,WA
PO347844-V2,DEPARTMENT OF MOTOR VEHICLES,"PERSONNEL SERVICES, TEMPORARY 69",$105392.00,01/25/2011,"NATIONAL ASSOCIATES, INC.",1130 CONNECTICUT AVENUE  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO354084,DEPARTMENT OF TRANSPORTATION,SOFTWARE MAINTENANCE/SUPPORT 45,$9014.58,01/25/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO354087,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4500.00,01/25/2011,FUND FOR EDUCATION AND HUMAN SERVICE,"1234 MASSACHUSETTS AVENUE, NW                      SUITE 113  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO354089,DEPARTMENT OF REAL ESTATE SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$15430.00,01/25/2011,KRAMER CONSULTING SERVICES PC,3271 M STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO350408-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$11918.85,01/25/2011,IDEAL ELECTRIC SUPPLY,"2230 ADAMS PLACE, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO354035,METROPOLITAN POLICE DEPARTMENT,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",$3000.00,01/25/2011,CHARLES FEIGENBAUM,14020 BREEZE HILL LANE   ; SILER SPRING  ; MD  ; 20906-0906,SILER SPRING  ,MD
PO354111,DEPARTMENT OF HEALTH,"PAPER CLIPS, CLAMPS, FASTENERS (ROUND AND FLAT HEAD), DISPENSERS, ETC. 69",$24900.00,01/25/2011,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO345700-V2,DEPARTMENT OF REAL ESTATE SERVICES,"PERSONNEL SERVICES, TEMPORARY 69",$18049.00,01/25/2011,ASPEN OF DC,"1200 G. STREET, NW. SUITE 800  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO354033,DEPARTMENT OF REAL ESTATE SERVICES,"SUMP PUMPS, SUBMERSIBLE AND NON-SUBMERSIBLE 73",$25000.00,01/25/2011,"GREEN BULL PRODUCTS, INC.","3138 10TH STREET, NORTH SUITE 500  ; ARLINGTON  ; VA  ; 22201-",ARLINGTON  ,VA
PO354026,DC PUBLIC LIBRARY,"CONVEYING SYSTEMS: ELEVATORS, LIFTS, ETC. 34",$89500.00,01/25/2011,MONTGOMERY-KONE INC,4420 LOTTSFORD VISTA ROAD  ; LANHAM  ; MD  ; 20706,LANHAM  ,MD
PO354036,DEPARTMENT OF PUBLIC WORKS,SOFTWARE MAINTENANCE/SUPPORT 45,$33232.50,01/25/2011,"PARADIGM SOFTWARE, LLC",10944 BEAVER DAM ROAD SUITE # C  ; HUNT VALLEY  ; MD  ; 21030-2255,HUNT VALLEY  ,MD
PO354045,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$17647.09,01/25/2011,"DIOGENEC GROUP, LLP",911 MASSACHUSETTS AVE NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO354031,OFFICE OF CHIEF TECHNOLOGY OFFICER,"MICROCOMPUTERS, MULTI-PROCESSOR 55",$11906.13,01/25/2011,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO354041,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$198000.00,01/25/2011,BROUGHTON CONSTRUCTION,"1050 17TH ST. NW, STE.440   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO354030,DEPARTMENT OF TRANSPORTATION,SOFTWARE MAINTENANCE/SUPPORT 45,$60000.00,01/25/2011,ENVISTA CORPORATION,900 CUMMINGS CENTER SUITE 307V  ; BEVERLY  ; MA  ; 01915-,BEVERLY  ,MA
PO354076,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$56005.31,01/25/2011,MY OWN PLACE INC,817 VARNUM ST NE SUITE 132   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO350249-V3,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$530443.38,01/25/2011,MY OWN PLACE INC,817 VARNUM ST NE SUITE 132   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO354042,DEPARTMENT OF HUMAN SERVICES,EMERGENCY SHELTER 37,$15040.00,01/25/2011,COMCAST SPOTLIGHT,10946 GOLDEN WEST DRIVE  ; HUNT VALLEY  ; MD  ; 21031,HUNT VALLEY  ,MD
PO354228,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: 6TH THRU 8TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 86,$2682.16,01/26/2011,"LECTORUM PUBLICATIONS, INC.",205 CHUBB AVENUE  ; LYNDHURST  ; NJ  ; 07071,LYNDHURST  ,NJ
PO354224,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, ACCESSION 50",$3393.56,01/26/2011,FOLLETT EDUCATIONAL SERVICES,1433 INTERNATIONALE PARKWAY  ; WOODRIDGE  ; IL  ; 60517,WOODRIDGE  ,IL
PO354132,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,AVISH KHEBREHZADEH,"2828 WISCONSIN AVE., NW APT. 310  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO350668-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$10000.00,01/26/2011,RISING ABOVE TRANSITIONAL PLAC,"3021 NAYLOR ROAD, SE #C  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO348875-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$10000.00,01/26/2011,"KAPPA YOUTH DEVELOPMENT, INC.","1250 CONNECTICUT AVENUE, NW SUITE 200  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO344560-V2,OFFICE OF DISABILITY RIGHTS,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$7680.00,01/26/2011,"K.W. LANDS, LLC SHERATON DOVER",1570 NORTH DUPONT HIGHWAY  ; DOVER  ; DE  ; 19901,DOVER  ,DE
PO354162,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$79638.60,01/26/2011,MILAN GRACE PLLC,3817 W. PATAPSCO AVENUE  ; BALTIMORE  ; MD  ; 21229,BALTIMORE  ,MD
PO351157-V2,DEPARTMENT OF PARKS AND RECREATION,"BUSINESS SOFTWARE, MISC.: AGENDA, LABELS, MAIL LIST, PLANNING, SCHEDULING, ETC. 20",$12500.00,01/26/2011,ADMINISTRATIVE SOFTWARE APPLIC,"1310 HOLLENBECK AVENUE, STE C  ; SUNNYVALE  ; CA  ; 94087",SUNNYVALE  ,CA
PO354146,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3000.00,01/26/2011,ROBERT WALKER PATTERSON,"1120 K ST., SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO354155,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$2972.50,01/26/2011,MAUREEN E. ANDARY,"6509 16TH STREET, NW   ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO354130,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,MOLLY SPRINGFIELD,"2301 CHAMPLAIN STREET NW, #405   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO347432-V2,DEPARTMENT OF REAL ESTATE SERVICES,"MARKETING SERVICES (INCL. DISTRIBUTION, RESEARCH, SALES PROMOTIONS, ETC.) 53",$56000.00,01/26/2011,TK WORLD WIDE GROUP INC,3325 M STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO354156,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SIGNAGE, ADVERTISING TYPE (INTERIOR AND EXTERIOR) 62",$9900.00,01/26/2011,CBS OUTDOOR,"1325 MASSACHUSETTS AVENUE, N.W #701  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO354150,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,ANNA U. EDHOLM DAVIS,"230 UNDERWOOD ST., NW   ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO354127,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,ALEXANDRA SILVERTHORNE,"2800 WISCONSIN AVENUE, NW                          #707  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO354238,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$2882.35,01/26/2011,LAKESHORE LEARNING MATERIALS,2695 EAST DOMINGUEZ STREET  ; CARSON  ; CA  ; 90895,CARSON  ,CA
PO354070,DEPARTMENT OF TRANSPORTATION,SOFTWARE MAINTENANCE/SUPPORT 45,$7803.53,01/26/2011,ORACLE CORPORATION,500 ORACLE PARKWAY   ; REDWOOD SHORES  ; CA  ; 94065-,REDWOOD SHORES  ,CA
PO354121,DEPARTMENT OF CORRECTIONS,SOFTWARE MAINTENANCE/SUPPORT 45,$30330.63,01/26/2011,ORACLE CORPORATION,500 ORACLE PARKWAY   ; REDWOOD SHORES  ; CA  ; 94065-,REDWOOD SHORES  ,CA
PO354138,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/26/2011,FRIENDSHIP PCS,"120 Q STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO354151,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$21517.50,01/26/2011,THE KENNEDY CENTER,"2700 F STREET, NW  ; WASHINGTON  ; DC  ; 20566-0001",WASHINGTON  ,DC
PO354124,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$25500.00,01/26/2011,EAST OF THE RIVER BOYS & GIRLS,"3715-A ALABAMA AVENUE, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO354137,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$16740.00,01/26/2011,PHILLIPS COLLECTION,1600 21ST STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO354189,DEPARTMENT OF HEALTH,"COPY MACHINE, PLAIN PAPER TYPE (INCLUDING COST-PER-COPY TYPE LEASES) RENTAL OR LEASE 26",$23244.00,01/26/2011,"COMPUTERDATA SOLUTIONS, LLC","913 U STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO354123,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$14250.00,01/26/2011,ATLAS PERFORMING ARTS CENTER,1333 H STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO344752-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$114024.00,01/26/2011,HOWARD UNIVERSITY THE LEARNING ACADEMY,"2400 6TH STREET, NW SUITE 115  ; WASHINGTON  ; DC  ; 20059-",WASHINGTON  ,DC
PO354202,DEPARTMENT OF HUMAN SERVICES,COMPUTER SOFTWARE CONSULTING 29,$16700.88,01/26/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO304079-V2,FIRE AND EMERGENCY MEDICAL SERVICES,"ARCHITECT SERVICES, PROFESSIONAL 07",$46527.84,01/26/2011,ZIVIC AND HURDLE ARCH. P.C.,4031 UNIVERSITY DRIVE   ; FAIRFAX  ; VA  ; 22030-,FAIRFAX  ,VA
PO302042-V2,FIRE AND EMERGENCY MEDICAL SERVICES,BUILDINGS - ARCHITECTURAL DESIGN 10,$113641.47,01/26/2011,ZIVIC AND HURDLE ARCH. P.C.,4031 UNIVERSITY DRIVE   ; FAIRFAX  ; VA  ; 22030-,FAIRFAX  ,VA
PO354154,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$21517.50,01/26/2011,WASHINGTON NATIONAL OPERA,AT THE KENNEDY CENTER 2700 F ST. NW  ; WASHINGTON  ; DC  ; 20566-,WASHINGTON  ,DC
PO354126,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/26/2011,JOY OF MOTION DANCE CENTER,1333 H ST. NE   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO349670-V3,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$125000.00,01/26/2011,SAMARITAN MINISTRY OF GREATER,"1516 HAMILTON STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO354193,METROPOLITAN POLICE DEPARTMENT,POLICE EQUIPMENT SUPPLIES RENTAL OR LEASE 56,$13000.00,01/26/2011,"LAWMEN SUUPPLY COMPANY, INC.",7477 OLD ALEXANDRIA FERRY ROAD   ; CLINTON  ; MD  ; 20735-,CLINTON  ,MD
PO354230,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PAPER ITEMS, CLASSROOM: COMPOSITION BOOKS, SCRAPBOOKS, EXAMINATION BOOKLETS, NOTEBOOK FILLER, TABLETS, ETC. 76",$5000.00,01/26/2011,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO354148,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,MARY J. EARLY,609 H STREET SW   ; WASHINGTON  ; DC  ; 20024-2727,WASHINGTON  ,DC
PO354153,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22800.00,01/26/2011,"WASHINGTON, DC INTERNATIONAL","FILM FESTIVAL                                      410 8TH STREET NW, 5TH FLOOR  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO354128,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/26/2011,STEP AFRIKA] USA INC,"1333 H STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO354190,CHILD AND FAMILY SERVICES,EDUCATION AND TRAINING CONSULTING 38,$22500.00,01/26/2011,CONSORTIUM FOR CHILD WELFARE,"2120 BLADENSBURG ROAD NE, #106   ; WASHINGTON  ; DC  ; 20018-",WASHINGTON  ,DC
PO354143,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$21517.50,01/26/2011,CHORAL ARTS SOCIETY OF WASHING,5225 WISCONSIN AVENUE NW                           SUITE 603  ; WASHINGTON  ; DC  ; 20015,WASHINGTON  ,DC
PO354191,CHILD AND FAMILY SERVICES,EDUCATION AND TRAINING CONSULTING 38,$7200.00,01/26/2011,MARSHA SALUS,12512 DEOUDES ROAD  ; BOYDS  ; MD  ; 20841,BOYDS  ,MD
PO354185,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,$358285.00,01/26/2011,A MORTON THOMAS & ASSOCIATES,12750 TWINBROOK PARKWAY  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO354117,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$3800.00,01/26/2011,PRECISE REPORTING SERVICES,"1200 G STREET, N.W.                                SUITE 800  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO350434-V2,MUNICIPAL FACILITIES: NON-CAPITAL,JANITORIAL EQUIPMENT MAINTENANCE AND REPAIR 39,$148324.56,01/26/2011,MOTIR SERVICES INC,4224 6TH STREET SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO354237,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MANUALS: PARTS, PERSONNEL, POLICY, PURCHASING, TRAINING, ETC., NOT OTHERWISE CLASSIFIED 47",$2556.51,01/26/2011,INTAC INC,1110 FIDLER LANE                                   SUITE 1115  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO354223,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,$4853.47,01/26/2011,INTAC INC,1110 FIDLER LANE                                   SUITE 1115  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO354140,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$10758.75,01/26/2011,POST CLASSICAL ENSEMBLE,5104 44TH STREET NW  ; WASHINGTON  ; DC  ; 20016-4039,WASHINGTON  ,DC
PO354133,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$10000.00,01/26/2011,CULTURAL ALLIANCE OF GREATER,975 F STREET NW    ; WASHINGTON  ; DC  ; 20004-1479,WASHINGTON  ,DC
PO354158,DEPARTMENT OF TRANSPORTATION,"PRINTERS, LASER 77",$5442.80,01/26/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO354134,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$65000.00,01/26/2011,DC ARTS & HUMANITIES EDUCATION,"1835 14TH STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO354136,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$9500.00,01/26/2011,FRIENDS OF FILLMORE ART CENTER,1819 35TH STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO354141,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$21517.50,01/26/2011,GALA HISPANIC THEATER,"2437 15TH STREET., NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO354129,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,TIMOTHY TATE,"916 G STREET, NW                                   #202  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO354198,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$7000.00,01/26/2011,LEEDS PRECISION INSTRUMENTS,800 BOONE AVENUE NORTH  ; MINNEAPOLIS  ; MN  ; 55427,MINNEAPOLIS  ,MN
PO354195,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DEODORANTS, ROOM, ALL TYPES 32",$21675.52,01/26/2011,SCHOOL HEALTH CORPORATION,865 MUIRFIELD DR   ; HANOVERPARK  ; IL  ; 60133-,HANOVERPARK  ,IL
PO354196,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"WIPING RAGS, ALL TYPES: COTTON TOWELS, LIGHTWEIGHT BLANKETS, MUSLINS, SYNTHETICS, ETC. 60",$8564.76,01/26/2011,SCHOOL HEALTH CORPORATION,865 MUIRFIELD DR   ; HANOVERPARK  ; IL  ; 60133-,HANOVERPARK  ,IL
PO354139,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$13500.00,01/26/2011,INTERNATIONAL CHILD ART FOUNDA,"2540 VIRGINIA AVE., NW   ; WASHINGTON  ; DC  ; 20037-",WASHINGTON  ,DC
PO354147,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,RUTH STENSTROM,1736 COLUMBIA ROAD NW APT.303   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO354149,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/26/2011,ALEXIS E. GILLESPIE,"2950 MCKINLEY STREET, NW   ; WASHINGTON  ; DC  ; 20015-",WASHINGTON  ,DC
PO354152,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3586.25,01/26/2011,ALEXIS E. GILLESPIE,"2950 MCKINLEY STREET, NW   ; WASHINGTON  ; DC  ; 20015-",WASHINGTON  ,DC
PO354217,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL PRODUCTS MANUFACTURING SERVICES 45,$2723.68,01/26/2011,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO354145,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,01/26/2011,"CAPITOL MOVEMENT, INC.","1305 22ND ST., NW APT. 1  ; WASHINGTON  ; DC  ; 20037-",WASHINGTON  ,DC
PO354131,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3000.00,01/26/2011,VIJAY PALAPARTY,1307 CLIFTON STREET NW #31   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO354118,OFFICE ON AGING,"COPY MACHINE, PLAIN PAPER TYPE (INCLUDING COST-PER-COPY TYPE LEASES) RENTAL OR LEASE 26",$45639.96,01/26/2011,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO354119,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ADMINISTRATIVE CONSULTING 06,$150000.00,01/26/2011,WIRELESS GENERATION INC,55 WASHINGTON STREET SUITE 900  ; BROOKLYN  ; NY  ; 11201-,BROOKLYN  ,NY
PO354125,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/26/2011,EXCEL ACADEMY PCS,2501 MARTIN LUTHER KING JR. AV S.E.  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO354214,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CAMERAS, DIGITAL, FOR WINDOWS (INCLUDING LIQUID CRYSTAL DISPLAY) 14",$4799.60,01/26/2011,FOLLETT LIBRARY RESOURCES INC.,1340 RIDGEVIEW DRIVE   ; MCHENRY  ; IL  ; 60050-,MCHENRY  ,IL
PO354199,METROPOLITAN POLICE DEPARTMENT,"BADGES AND EMBLEMS, METAL: CAP, GAME WARDENS', OFFICERS', SERVICE AWARDS, UNIFORM, ETC. 15",$6935.00,01/26/2011,V H BLACKINTON & CO INC,221 JOHN L DIETSCH BLVD                            P O BOX 1300  ; ATTLEBORO  ; MA  ; 02763-0300,ATTLEBORO  ,MA
PO343088-V2,DEPARTMENT OF MENTAL HEALTH,"COOLERS, DRINKING WATER, RENTAL OR LEASE 28",$3667.66,01/27/2011,NESTLE WATERS AMERICA INC.,6661 DIXIE HWY  SUITE 4  ; LOUISVILLE   ; KY  ; 40258-,LOUISVILLE   ,KY
